;Low-FVB-youngest;Low-FVB-middle;Low-FVB-oldest;Low-DUHi youngest;Low-DUHi-middle;Low-DUHi-oldest;Up-FVB-youngest;Up-FVB-middle;Up-FVB-oldest;Up-DUHi-youngest;Up-DUHi-middle;Up-DUHi-oldest;baseMean;log2FC;padj;
Kcnq1;85,99300629;74,12839177;78,42624737;74,28615284;82,8331819;72,60925387;85,60049766;77,32338355;58,82129775;72,16471825;87,27491341;100,5209141;79,16516323;0,083569628;0,769092911;
Kcnq2;211,9355194;22,14224689;25,40568577;44,91720869;108,0432807;31,50967621;61,77355501;20,2095207;23,5285191;30,92773639;29,37967382;41,26648051;54,25325861;-0,36009575;0,737950118;
Kcnq3;159,7980274;68,35215345;56,3343467;63,05685067;110,4442425;91,78905678;87,36545637;52,72048879;87,05552067;92,78320918;75,17740066;92,05599498;86,41106235;0,026963366;0,967560352;
Trub2;2187,743333;2170,902902;2098,730563;2331,37589;2290,517552;2270,066673;2199,138558;1986,683752;2009,335531;2414,654382;2384,938228;2121,520344;2205,467309;0,12620419;0,028769968;
Kcnq5;77,19057257;79,90463009;64,06651194;80,33270016;94,83799087;104,1189301;74,12826601;69,41531023;58,82129775;72,16471825;73,44918455;96,28845452;78,72654725;0,282757169;0,181943435;
Kcnrg;30,46996286;17,32871496;29,8240659;32,82411405;26,41057974;27,39971844;28,23933943;27,23891921;48,23346415;29,78226467;37,1566463;39,15025074;31,17150337;0,107372711;0,837316156;
Rab3gap2;2461,972999;2271,024366;2632,249965;2615,563614;2781,514239;2746,821774;2474,472118;2393,510191;2490,493747;2613,966461;2461,843845;2851,619615;2566,254411;0,125909437;0,046864317;
Zfp512b;9522,201948;8817,427795;9666,311137;10445,8424;11025,21656;9485,782524;10085,85657;9466,842436;9941,975745;10800,65283;10203,3879;10773,72576;10019,60197;0,12584378;0,034083857;
Kcns3;199,070424;187,7277454;120,4008586;142,5257584;148,8596312;131,5186485;225,9147155;210,0032803;272,9308216;271,4767972;229,8527422;193,6350239;194,4930372;-0,119785723;0,769345491;
Sbf2;5141,97551;4961,788717;5029,221187;5352,058174;5352,94432;5682,701605;4949,826715;4964,512694;4692,763134;5444,427077;5357,469932;5282,109505;5184,316547;0,125505014;0,000617768;
Kcnt2;158,4438069;243,5647158;181,1535855;280,7325543;316,9269568;237,0075645;92,66033252;107,1983272;103,525484;139,7475496;127,0238839;195,7512537;181,9780012;0,548254496;0,152330624;
Kcnu1;64,32547715;60,65050236;74,00786724;58,73788829;66,02644934;69,86928203;72,3633073;57,11386285;75,29126112;56,12811419;64,80810401;74,06804194;66,11584648;-0,048461989;0,882320394;
Kcnv1;538,3026772;698,9248367;567,7618472;505,3185978;453,7817791;589,0939465;183,5557063;227,5767766;172,9346154;255,4401932;345,6432214;192,576909;394,2425922;-0,02924998;0,97802665;
Rpa1;6329,626951;6285,509998;5678,723067;6652,065849;6698,683406;6351,254735;6024,686572;5879,213174;5522,143433;6290,930677;6861,882053;6118,020264;6224,395015;0,125468822;0,033516419;
Kctd1;1836,323095;1926,37548;2040,187027;1628,248815;1637,455944;2013,879305;1842,616898;1879,485425;1734,051858;1658,643048;1653,038706;1835,829325;1807,17791;-0,112015961;0,221606672;
Kctd10;5483,239094;5239,048156;5504,197051;5782,226827;5836,738122;5577,212689;5128,087545;5352,886961;5088,042255;5371,116887;5127,61719;5640,810451;5427,601936;0,067809429;0,254444175;
Zc3h18;6618,075933;5913,905333;6267,472219;6642,564132;6822,332938;6860,889498;6378,560795;6348,425525;5806,838514;6948,431443;6333,047924;7128,519979;6505,755353;0,125025105;0,021489939;
Kctd12;12647,74303;11684,36741;11887,65175;7618,649628;7235,298367;9954,31771;12968,91664;14165,99534;19719,25186;11159,18548;10431,51242;17619,72906;12257,71822;-0,375881306;0,29633328;
Kctd12b;1413,806277;1870,538509;1575,152518;1560,873002;1424,970825;1498,764599;1325,483995;1485,839109;1699,935505;1340,20191;1714,390378;1439,036243;1529,082739;-0,060150037;0,713270661;
Kctd13;648,6716537;473,6515422;511,4275005;583,923713;654,2620889;606,9037635;630,0902611;550,050433;477,6289377;522,3351035;467,482457;574,5563825;558,4153197;0,04646737;0,83205082;
Kctd14;374,441988;327,3201715;357,8887908;412,0290105;316,9269568;293,1769873;328,2823209;311,0508838;301,1650445;280,640571;284,2915496;251,8313426;319,9204681;-0,120025073;0,542862463;
Kctd15;5930,131883;5256,376871;5313,102111;5942,892227;6151,264117;5567,622787;6067,928061;5677,996642;5783,309995;6499,406529;5444,744845;5876,77007;5792,628845;0,060025807;0,503138819;
Kctd16;16,25064686;16,36600857;14,35973543;6,046547324;13,20528987;17,80981699;11,47223165;14,05879701;14,11711146;10,30924546;14,68983691;10,58114885;13,27220136;-0,278768487;0,637149037;
Kctd17;2734,171334;2285,464962;2678,642956;2663,0722;2777,912796;2549,543801;3116,034611;2896,990859;2922,242072;2884,297787;2543,070002;3038,905949;2757,529111;-0,015493648;0,930358106;
Kctd18;1270,258896;1455,612057;1328,827825;1363,064525;1411,765535;1385,055767;1352,840855;1325,920293;1425,828257;1410,075685;1616,746168;1419,990175;1397,165503;0,079256311;0,349108508;
Rnf169;3015,172102;3200,998736;3107,225829;3392,113049;3252,10275;3340,025678;3089,56023;3229,129938;3292,816248;3450,160815;3787,385599;3407,129929;3296,985075;0,125019173;0,022716242;
Kctd20;7710,254824;8620,072986;7599,61383;7816,458105;7493,401759;7636,30153;7726,106773;8157,616965;7584,418132;7738,806929;8269,514072;7320,038773;7806,05039;-0,034435659;0,660314151;
Kctd21;213,9668503;195,4293965;217,6052216;177,0774573;220,8884851;190,4280432;245,3292613;249,5436469;256,4608582;217,6396265;202,2012845;232,7852747;218,2796172;-0,151557959;0,336033095;
Kctd3;4330,797388;4101,129207;4286,933325;4185,074541;4533,015867;4197,636865;4139,710665;4376,679244;3992,789691;4205,026678;4249,683407;4014,487873;4217,747063;0,008212544;0,926905419;
Kctd5;3319,194621;3265,500063;3249,718588;3405,069936;3529,413837;3479,764242;3202,517588;3259,883557;2930,477054;3553,25327;3528,153183;3148,949897;3322,657986;0,101678572;0,078900487;
Ehmt1;7428,576945;6863,13383;7051,734693;7619,513421;7827,135449;8113,056631;7171,909737;7437,982293;6512,694087;7670,078625;7565,266009;7532,719865;7399,483465;0,124695841;0,010985798;
Mgat3;3137,729064;3099,914565;2959,210094;3208,989044;3457,384984;3076,988381;2988,957583;3093,814017;3142,233726;3495,979684;3380,390705;3458,977558;3208,380784;0,124365599;0,012799094;
Kctd8;33,85551429;44,28449378;44,18380134;42,32583127;66,02644934;64,38933834;54,71372015;37,78301696;29,41064887;52,69169904;53,57469932;59,25443355;48,54113719;0,459587647;0,085549241;
AU022252;2482,963418;2555,985457;2404,703388;2856,561714;2811,526261;2515,294153;2488,591788;2384,723443;2578,725693;2686,131179;2851,556577;2499,267358;2593,002536;0,124170447;0,040193315;
Kdelc1;2704,378481;2944,918837;2784,684079;2864,335847;2863,14694;2456,384758;2545,070466;2621,086967;2758,718864;2655,203443;2879,208034;2623,066799;2725,01696;-0,000196342;0,999012284;
Kdelc2;1138,899501;1443,096874;1254,819958;1251,635296;1346,939567;1219,287471;1073,977378;1324,162943;1498,766667;1134,017001;1327,26997;1234,820071;1270,641058;-0,039945999;0,816928286;
Kdelr1;5433,132933;5798,380567;5795,81014;6306,548859;5959,187173;5786,820535;5462,547222;5676,239293;5969,185295;5711,321987;5546,709596;6212,192489;5804,839674;0,058106935;0,371481379;
Kdelr2;6263,947253;7161,57281;6265,263029;7314,594677;6981,996897;5827,920112;5596,684084;6244,741897;5646,844584;5689,558025;5837,049902;6207,960029;6253,177775;0,026231793;0,879311942;
Kdelr3;1648,763546;1759,827275;1644,742005;2416,027552;2184,875233;1583,703726;1319,306639;1608,853583;1462,297462;1623,133425;1674,641408;1932,11778;1738,190803;0,273844462;0,061861248;
Kdf1;614,8161395;542,0036957;596,481318;501,8634279;522,2091902;646,6333552;611,5581946;556,2011567;554,0966248;618,5547279;473,5312133;487,7909619;560,4783338;-0,101339682;0,479457124;
Kdm1a;7565,353223;7395,510462;7463,748641;7468,349738;7387,759441;7717,130699;6929,227914;7217,434915;6875,033281;7202,726164;7428,736936;6863,991258;7292,916889;0,020147724;0,791584391;
Kdm1b;2027,945306;1991,839514;2005,944581;1888,25035;1782,714132;1871,40077;1917,627643;1759,985651;1822,283804;1941,574562;1966,70993;1628,438808;1883,726254;-0,056995431;0,560418878;
Kdm2a;9813,359371;9874,479408;10239,59596;10339,59592;9875,155859;10809,18893;9921,715414;9963,293706;10465,4853;10714,74245;10534,34128;10338,84054;10240,81618;0,055062762;0,206371943;
Kdm2b;4414,081953;4022,187283;4181,996796;4466,670888;4620,650973;4583,972895;5051,311841;4915,306904;4660,999634;5460,463681;4978,990604;5147,728915;4708,696864;0,10273982;0,336033095;
Kdm3a;5342,400155;5522,083834;5152,935831;4480,491567;4372,151427;5474,463745;5148,384571;4826,560748;4705,70382;4774,326122;5110,335029;4620,787702;4960,885379;-0,090909356;0,34346365;
Kdm3b;6599,116845;6434,729488;7020,806032;6098,374873;6458,587226;7043,097625;6685,663611;6893,203909;6903,267504;6938,122198;6686,468118;7336,968611;6758,200503;0,000732424;0,995684585;
Kdm4a;7278,935572;6842,916996;7427,297004;7880,378748;8092,441727;8065,107123;8061,448929;8113,683224;8083,222737;8691,839398;7904,860474;8879,700113;7943,486004;0,112271367;0,131343322;
Kdm4b;3913,020341;3360,807996;3736,844998;3749,723133;3753,903765;3829,110652;4032,048184;3909,224243;3736,328833;4241,681773;3671,595119;4299,120777;3852,784151;0,053012298;0,598420754;
Kdm4c;1207,287639;1389,185316;1337,664585;1197,21637;1222,089553;1228,877372;1310,481846;1274,078479;1270,540031;1182,126813;1353,193212;1240,110645;1267,737655;-0,067261373;0,394592241;
Kdm4d;9,479544;16,36600857;12,15054537;12,95688712;4,801923588;13,69985922;11,47223165;8,786748131;10,58783359;10,30924546;11,2334047;9,523033963;10,94727211;-0,124611471;0,873842555;
Kdm5a;4490,595415;4432,300204;4844,753816;4055,50567;3486,196525;5155,257025;4901,29035;3985,668952;4905,696232;4420,375361;4146,854549;4719,192386;4461,973874;-0,085107461;0,568513027;
Dnm2;4197,406661;3802,690227;4141,12678;4506,405341;4428,574029;4218,186654;4145,005541;4222,911152;4001,024673;4542,940835;4117,474875;4902,246261;4268,832753;0,124105591;0,047440742;
Kdm5c;9686,062638;8850,159812;10199,83054;9656,336077;9960,390003;10894,12805;9995,84368;9641,698724;9685,514887;10032,04131;9209,663635;10831,92208;9886,965953;0,061163852;0,456948884;
Kdm5d;192,2993212;233,937652;199,931701;244,4532704;231,6928131;221,9377194;195,027938;195,0658085;217,6388017;211,9122679;275,6504691;222,2041258;220,1459907;0,198776792;0,132505838;
Kdm6a;4087,714795;4348,544748;4362,045787;4271,453788;3881,15474;4422,314556;4198,836782;4055,962937;4381,010256;4127,134601;4277,334865;4110,776327;4210,357015;-0,018931153;0,812294777;
Kdm6b;8086,051032;6370,22816;8141,969991;8491,94382;8307,327808;8962,447902;8726,838364;8023,179718;8507,912506;9482,214884;6701,157955;9537,847572;8278,259976;0,10526137;0,486931111;
Kdm7a;2512,07916;2541,544861;2670,910791;2124,929488;1756,303552;2508,444223;2584,782038;2202,837756;2730,484641;2356,235324;2306,304395;2443,187269;2394,836958;-0,175463077;0,130341459;
Kdm8;389,3384143;326,3574651;365,620956;381,7962739;433,3736038;413,7357485;352,1092636;343,5618519;361,1627682;382,5875539;364,6535986;372,4564395;373,8961614;0,129944606;0,212998729;
Kdr;3826,350225;3892,221921;4135,603805;3785,138625;3602,643172;3912,679793;3457,554122;3679,011442;3704,565332;3351,650248;3476,306699;4643,008115;3788,894458;0,004872203;0,979629295;
Kdsr;1174,786346;1290,989264;1265,865908;1180,804313;1234,094362;1254,907105;1306,951928;1274,957154;1425,828257;1161,508322;1295,297972;1224,238922;1257,519155;-0,072172075;0,377810364;
Keap1;2832,352325;2291,2412;2677,538361;2897,159961;3104,4436;3159,187536;2945,716095;2840,755671;2868,126478;3089,337224;2710,706964;3286,504832;2891,922521;0,148393745;0,109033216;
Kel;10,83376457;18,29142135;23,1964957;38,00686889;13,20528987;31,50967621;16,76710779;7,908073318;7,05855573;16,03660406;21,60270134;25,39475724;19,150943;0,805259005;0,120936842;
Kera;5,416882286;22,14224689;61,85732187;17,2758495;102,0408763;8,219915532;383,8785204;231,0914758;258,8137101;230,2398154;31,10788993;197,8674835;129,1626656;-0,71513101;0,681653016;
Khdrbs1;13739,92192;15614,13488;13571,05458;14319,95165;14097,24717;14264,29342;12687,40572;14182,69016;12965,39045;14132,83006;15235,9532;13585,13701;14033,00085;0,049290406;0,579473333;
Khdrbs2;175,371564;225,2732945;157,9570898;152,8912681;198,079348;153,4384233;155,3163669;102,8049531;177,6403192;162,656984;175,4139349;167,1821518;167,0021415;0,022912768;0,95326185;
Khdrbs3;1686,681722;1643,339802;1440,391924;1263,728391;1252,101576;1464,514951;1639,646646;1519,228752;1375,241941;1518,895498;1330,726402;1478,186494;1467,723675;-0,165544691;0,085443968;
Khk;414,3914949;346,5742992;375,5623113;345,5169899;272,5091636;317,8367339;493,3059607;484,149822;521,156698;416,9517054;376,7511113;389,3862776;396,1743807;-0,312592853;0,064457854;
Zbtb39;2105,812989;1891,71805;2050,128382;2199,215641;2248,50072;2276,916602;2027,055084;2020,073395;1975,219178;2294,379852;2095,46203;2055,917221;2103,366595;0,124044933;0,022014989;
Iars2;3623,217139;3796,913989;3546,854652;4007,997083;4146,461018;3925,009667;3484,910982;3701,856988;3553,98281;3813,27535;3972,304722;3786,993173;3779,981464;0,123600583;0,003703515;
Kidins220;5363,390573;5274,668292;5345,135367;5476,444291;5409,366922;5307,325462;5246,339779;5391,548653;5822,132051;5355,080283;5700,520829;5823,864326;5459,651402;0,028599555;0,672878793;
Ssrp1;19484,52558;20282,29815;18990,19781;20255,93354;21145,27052;21921,14474;18770,33593;19190,25792;18316,95212;19568,09336;21997,59872;20442,77957;20030,449;0,123559396;0,010943429;
Kif13a;4946,290637;4805,830282;5235,780458;4767,270669;5054,024577;5937,518986;5062,784073;4927,608352;4936,283307;6051,527088;5524,242786;5029,220048;5189,865105;0,113186258;0,197599469;
Kif13b;907,3277829;822,1512542;1124,477744;944,125175;1066,027037;1164,488034;1035,148286;1021,898808;1150,544584;1006,86964;914,2263206;1229,529496;1032,234513;0,061419805;0,741425891;
Trmt2a;3415,344281;3228,917221;3230,940473;3756,633473;3783,915788;3378,385284;3491,088338;3370,596583;3375,166065;3743,401575;3657,769391;3560,556587;3499,392921;0,121811859;0,010061739;
Kif15;5128,433304;5782,014558;5261,186144;3348,923425;3647,060965;5678,591647;4681,552991;4823,046049;4406,891627;3290,940247;4046,618015;4431,385138;4543,887009;-0,29988395;0,061638139;
Kif16b;1500,476393;1644,302508;1471,320584;1505,590284;1605,042959;1824,821248;1516,099536;1587,765387;1591,704317;1643,751916;1837,093722;1724,727262;1621,05801;0,122788199;0,121255567;
Sin3b;4811,545691;4439,039149;4652,554281;5301,094418;5366,14961;4855,230108;4985,125889;5005,81041;4831,581397;5321,861603;5030,837088;5378,397959;4998,268967;0,121676291;0,02150777;
Fam193a;4141,883618;4049,143062;4146,649755;4324,145129;4302,523535;4700,421699;4294,144553;4350,319;4297,484013;4862,527444;4343,007077;4975,256188;4398,958756;0,12149462;0,046775536;
Ddx24;4363,298681;4022,187283;4107,988929;4754,313782;4345,740847;4455,194219;4100,881573;4106,926076;3811,620094;4494,831022;4185,739411;4430,327023;4264,920745;0,120774368;0,023547167;
Kif19a;12,86509543;2,88811916;11,04595033;13,8206796;15,60625166;12,3298733;15,88462843;18,45217107;22,35209314;10,30924546;11,2334047;12,69737862;13,29040758;-0,13079255;0,881376033;
Kif1a;3617,800257;2843,834666;2966,94226;3003,406435;3048,020998;3230,426804;3275,763374;2956,740746;2662,251936;2571,584008;2576,770216;2956,372988;2975,826224;-0,07678778;0,589639716;
Rnf122;2033,362188;2004,354697;2097,625968;2283,003511;2366,147848;2235,817025;2129,422689;2208,109805;2108,155311;2427,254571;2236,311643;2128,927148;2188,2077;0,120397092;0,025676032;
Kif1bp;2029,299526;2021,683412;2099,835158;1899,479652;1926,77184;1964,559812;1939,689627;2100,032803;2088,15607;1974,793242;1882,027341;1972,326145;1991,554552;-0,079748114;0,08745546;
Kif1c;9380,685899;8340,888134;9019,018448;8851,28149;9635,05968;9317,274256;9490,183009;9520,4416;8931,42585;9339,030919;8467,394817;9544,196261;9153,073363;0,011907582;0,908961779;
Dlst;8648,05257;8819,353208;7986,222091;9745,306702;9326,536089;8645,981154;8175,288766;8222,638901;7858,525379;8785,768079;8941,790138;8592,95098;8645,701171;0,12039608;0,033304034;
Kif20b;3844,632202;3771,883623;4031,771872;2627,656709;2576,232005;4218,186654;3583,74867;3206,284393;3361,048953;2465,055138;2914,636465;3126,729485;3310,655514;-0,282532313;0,069822691;
Kif21a;2232,432612;1964,883735;1981,64349;2359,881041;2224,491102;2408,435251;2667,735097;2053,463038;2441,083857;2831,606088;2651,083508;2479,163175;2357,991833;0,164787601;0,17871954;
Kif21b;2577,758858;1837,806492;1920,890763;2445,396496;2571,430082;2504,334266;2042,939712;1612,368282;1657,584171;2396,326835;1975,35101;2156,438135;2141,552092;0,269080977;0,062885362;
Ttc13;2443,013911;2664,771278;2531,731817;2720,946296;2827,132513;2639,962872;2260,029634;2388,238142;2502,258006;2611,675518;2730,581449;2535,243264;2571,298725;0,120085856;0,048066692;
Kdm5b;9354,278598;9989,041468;9600,035435;10533,94923;9757,508731;10596,84111;9360,458543;9763,834523;9305,529304;10715,88792;10505,82571;10234,08717;9976,439812;0,119966498;0,002058347;
Kif24;1312,916844;1138,881655;1273,598073;1164,392256;1208,884263;1538,49419;1291,0673;1014,869409;1275,245735;1224,509267;1233,082192;1450,675507;1260,551391;0,096878047;0,506288974;
Zfp518b;3050,381837;3302,082906;3270,705894;3417,163031;3268,909483;3492,094115;2993,36998;2922,472428;3050,472501;3361,959493;3391,62411;3261,110075;3231,862154;0,119828705;0,017659624;
Larp1;13890,91751;13446,1201;12896,14701;14909,05812;14069,63611;14764,33828;13063,34193;13492,93043;12597,16913;14013,701;13658,09189;14843,2356;13803,72393;0,119433101;0,006415181;
Nedd4;90323,12657;96232,13041;90960,08721;97189,61031;98940,03409;100606,2862;90936,85033;95161,36093;94934,04529;101181,8078;105792,749;103003,2516;97105,11164;0,119365533;0,000729646;
Kif2a;3403,156296;3969,238432;3290,588604;3651,250791;3499,401815;3652,382468;3017,196923;3048,122927;2931,65348;3184,411377;3767,511113;3169,05408;3381,997359;0,089864097;0,481370654;
Ap4m1;4426,269938;4780,799916;4693,424297;4943,484334;5175,273147;4845,640206;4709,79233;4885,431961;4953,929696;5459,318209;5554,486568;4909,653066;4944,791972;0,119327463;0,049007276;
Paf1;3125,541079;3320,374327;3037,636342;3456,897484;3439,37777;3324,955833;3067,498246;3220,34319;3210,466431;3498,270628;3485,811888;3402,89747;3299,172557;0,119265648;0,001898751;
Kif3b;2046,904394;2138,170885;2180,470596;1939,214106;1860,74539;2012,50932;2091,476077;2043,797615;2216,386499;2032,066828;2134,346892;1826,306291;2043,532908;-0,105929155;0,094781358;
Kif3c;3601,54961;3483,071707;3301,634555;3354,10618;3606,244615;3389,345171;3603,163216;3459,342739;3470,456567;3556,689685;3546,299452;3421,943537;3482,820586;-0,003999143;0,962373247;
Usp28;2540,517792;2746,601321;2440,050429;2830,64794;2744,299331;2675,582506;2482,414432;2496,315144;2529,315803;2782,350804;2875,751602;2624,124914;2647,331001;0,118630768;0,018735185;
Sufu;5110,828437;4701,857992;5101,019864;4987,53775;5199,282765;5586,80259;4850,989027;4859,071716;4865,69775;5473,06387;5053,303897;5722,285297;5125,978413;0,118183209;0,036204316;
Kif5b;8534,975152;8149,309563;8572,762054;7383,698075;7117,651239;9862,528653;8327,075216;7013,582358;7438,541313;7547,513152;7115,929821;8270,22594;7944,482711;-0,022668785;0,906946059;
Kif5c;1197,130985;874,1373991;787,5762588;861,2010974;1302,521773;1086,398836;972,4922518;921,7298789;798,7932234;1008,015112;1119,019929;1005,209141;994,5188238;0,198613309;0,2411686;
Kif6;44,68927886;43,3217874;46,3929914;59,60168077;40,8163505;57,53940873;60,0085963;46,56976509;52,93916797;64,14641622;57,03113153;48,6732847;51,81082162;0,163181514;0,58548625;
Kif7;2766,672628;2364,406886;2720,617567;2431,575817;2668,669034;2397,475364;2911,2994;2759,038913;2925,77135;2694,149481;2481,71833;2964,837907;2673,852723;-0,072794354;0,511499969;
Kif9;37,24106572;42,35908101;47,49758644;31,0965291;37,21490781;61,64936649;61,77355501;48,32711472;75,29126112;54,98264248;42,34129462;41,26648051;48,42007375;-0,220999354;0,583443525;
Kifap3;4786,49261;5644,347545;5064,568228;4837,237859;4879,954847;4903,179615;4741,561587;4908,277506;5142,157849;4473,06706;5164,773836;4721,308616;4938,910596;-0,063170502;0,439675951;
Eya3;4703,208045;5004,147798;4767,432164;5236,309983;5238,898635;5205,946504;4622,426874;4674,550006;4651,588226;5308,115942;4979,854712;4877,909619;4939,199042;0,11779294;0,004015188;
Kifc2;1029,207634;926,1235439;1070,352587;1057,281989;1190,87705;1019,269526;1381,080194;1300,438723;1417,593276;1380,293421;1220,120572;1333,224755;1193,821939;0,015958444;0,955656954;
Kifc3;1449,016011;1161,023902;1191,858041;1428,712753;1498,20016;1253,537119;1444,618708;1483,203084;1451,709628;1857,955127;1487,12996;1795,62096;1458,548788;0,187998216;0,199075337;
Ubap2l;13716,22306;13368,14088;14322,1792;14877,09779;14304,93037;15679,48888;13966,11831;13973,56555;13788,88862;15169,48196;14148,90527;16027,26616;14445,19051;0,117667085;0,011319523;
Kifc5c-ps;46,72060972;27,91848521;37,55623113;30,23273662;30,01202243;42,46956358;52,94876144;35,14699252;38,82205651;29,78226467;19,01037718;46,55705493;36,43142966;-0,289448231;0,487756758;
Kin;915,4531063;946,3403781;915,7092827;1055,554404;978,3919311;923,3705115;902,7763825;883,0681872;876,4373364;1016,033414;1068,037554;832,7364143;942,8257419;0,112486288;0,228322111;
Kirrel;12454,08949;12541,1761;12561,45472;12677,88215;13392,56489;13556,0107;12745,64936;12634,46514;13314,78896;11888,85096;11728,53861;14379,78128;12822,9377;0,025633618;0,806318136;
Arhgap21;4234,647727;3889,333802;4284,724134;4407,069207;4231,695162;4415,464627;3764,656938;4120,984873;3965,731894;4648,324233;4173,641899;4447,256861;4215,29428;0,117428629;0,035578285;
Kirrel3;555,9075446;471,7261294;458,4069389;310,965291;387,7553298;556,2142844;539,1948873;519,2968145;405,8669545;287,5134013;381,9357597;566,0914634;453,4062332;-0,247597258;0,320594162;
Kiss1r;49,42905086;44,28449378;56,3343467;55,28271839;62,42500665;35,61963397;59,12611694;64,14326136;89,40837258;56,12811419;50,98237516;79,35861636;58,54350891;-0,082271329;0,861326031;
Kit;1247,237146;1393,036141;1543,119262;1744,860799;1690,277103;1874,140741;1880,56351;2215,139204;1972,866326;2545,238158;2696,881235;2961,663563;1980,418599;0,398858979;0,071845155;
Kitl;1207,96475;1312,168805;1209,531562;1176,485351;1050,420785;1291,896725;1092,509444;1038,593629;984,6685243;974,7964322;1157,904792;1230,587611;1143,960701;0,00707984;0,973458493;
Kiz;981,132804;1130,217298;1049,365282;932,0320804;987,9957783;1097,358724;995,436715;1121,189061;1184,660937;1072,161528;1204,566627;996,7442215;1062,738421;-0,037459246;0,801581272;
Kl;35,20973486;43,3217874;37,55623113;57,01030334;30,01202243;35,61963397;43,24148851;32,51096808;35,29277865;51,54622732;58,75934764;44,44082516;42,04344571;0,305636002;0,344639478;
Cdh11;23837,66761;27740,38453;25410,10415;28305,61561;27893,17364;25761,21528;25093,30053;26688,86877;25995,48433;27794,87124;29711,49131;28352,18834;26882,03044;0,116995446;0,046192615;
Klc2;2068,571923;1766,566219;1954,028614;1927,121011;2028,812716;1887,840601;2044,704671;1969,988931;1923,456436;2309,270984;1818,947453;2050,626647;1979,161351;0,034885906;0,776416585;
Tecpr2;1964,974049;1790,633879;1935,250498;2061,008845;2196,880042;1989,219559;1938,807148;1960,323508;1871,693694;2140,886641;1971,03047;2080,253864;1991,74685;0,116889965;0,027058286;
Klc4;1104,366876;903,0185907;1008,495265;856,8821351;1016,80732;927,4804692;1261,945481;1187,968347;1363,477682;1060,706811;1058,532366;1115,253089;1072,077869;-0,177933193;0,22634768;
Klf1;20,99041886;26,95577883;16,5689255;16,41205702;15,60625166;12,3298733;27,35686008;17,57349626;21,17566719;18,32754749;19,01037718;16,92983816;19,10309096;-0,396802927;0,336306782;
Prkaca;6404,786193;5967,816891;6214,451658;6988,944914;7111,648834;6844,449667;6616,830221;6637,509538;6687,981554;6990,813897;6556,85191;7265,016799;6690,59184;0,115941913;0,019209616;
Klf11;865,3469452;939,6014334;967,6252492;924,2579481;1052,821747;952,1402158;884,244316;996,417238;1043,489822;983,960206;1011,870531;1094,090791;976,3222035;0,081436904;0,416664783;
Klf12;264,0730114;131,890775;335,7968901;191,7619294;202,8812716;376,7461286;322,1049654;166,9482145;379,9855835;216,4941548;127,0238839;456,0475154;264,3128603;-0,027803197;0,971279703;
Klf13;4305,744307;3807,503759;4162,114086;3464,671617;3506,6047;4194,896893;3994,984051;4207,095005;4076,315934;3838,475728;3561,853397;4164,740187;3940,416639;-0,112060627;0,183902464;
Il6st;6071,647932;5963,966065;6756,807819;6585,553828;6822,332938;6759,51054;6134,996492;6126,999472;6403,286473;6563,552946;6821,268975;7016,359801;6502,190273;0,11560209;0,01188871;
Klf15;232,9259383;217,5716434;213,1868414;248,7722328;218,4875233;221,9377194;206,5001696;217,0326788;184,6988749;282,9315144;179,7344751;170,3564965;216,178009;0,051707846;0,847544999;
Klf16;1734,079442;1327,572107;1525,445741;1473,629962;1481,393427;1546,714106;1663,473589;1509,563329;1374,065515;1471,931158;1344,552131;1495,116332;1495,62807;-0,053805865;0,672632245;
Klf2;248,4994749;262,8188436;298,240659;344,6531975;313,3255141;202,7579165;210,030087;392,7676414;296,4593406;274,9132124;221,2116617;363,9915204;285,8057558;0,012303021;0,977617913;
Klf3;2242,589266;2491,484129;2447,782594;2454,034421;2288,11659;2383,775504;2172,664178;2243,256798;2217,562925;2501,710233;2717,619828;2620,95057;2398,462253;0,116666463;0,118980305;
Klf4;1843,771308;2014,944467;1898,798862;2142,205338;2588,236814;1771,391797;1572,578215;2469,076225;2249,326426;2132,868339;1602,920439;2939,44315;2102,130115;0,129259825;0,60293428;
Klf5;518,6664789;377,3809036;474,9758644;448,3082945;410,5644668;521,9646363;579,7889378;526,326213;408,2198064;529,2079338;376,7511113;407,3742307;464,9607398;-0,102773391;0,63638532;
Mettl13;2103,104548;1930,226305;2005,944581;2159,481187;2242,498316;2131,698095;1944,102024;1895,301572;1963,454919;2168,377963;2018,556413;2121,520344;2057,022189;0,115451037;0,0231467;
Klf7;1611,52248;1718,4309;1670,14769;1475,357547;1444,178519;1691,932614;1526,689288;1450,692116;1586,998613;1331,038137;1463,799043;1464,431001;1536,268162;-0,109234316;0,225025575;
Ankrd10;8688,679187;8675,909956;8313,182221;9165,701951;9273,71493;9032,317184;8359,726952;7857,988853;7865,583935;8881,987703;9199,294338;8350,642671;8638,72749;0,115150744;0,023358523;
Pabpc4;7778,642963;7218,372487;7604,03221;8909,155586;8478,996576;8041,817363;7665,215698;7975,731278;7739,706358;8271,451278;7687,105244;8410,955219;7981,765188;0,115063524;0,027143051;
Klhdc1;181,4655566;262,8188436;198,827106;207,310194;196,8788671;160,2883529;221,5023187;211,76063;272,9308216;217,6396265;265,2811724;235,9596193;219,3885924;-0,063859526;0,821615211;
